bond_id,cusip,match_method,match_score,n_candidates,n_name_matches,finra_issuer_name,isin,nport_balance,nport_pctVal,Name,Par Value,par_ratio_nport_over_ishares
444,458140CJ7,coupon_maturity_name,1.0,1,1,INTEL CORP,US458140CJ73,16618000.0,0.053084746708,INTEL CORPORATION,17215000,0.9653209410397908
445,404280FE4,coupon_maturity_size,0.3333333333333333,1,0,HSBC HOLDINGS PLC,US404280FE46,19277000.0,0.063931505531,HSBC HOLDINGS PLC FXD-TO-FLT MTN,16199000,1.1900117291190815
446,87264ABW4,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ABW45,14047000.0,0.044673758133,T-MOBILE USA INC,16911000,0.8306427768907811
447,75513ECX7,coupon_maturity_name,1.0,1,1,RTX CORP,US75513ECX76,12273000.0,0.044938807896,RTX CORP,14817000,0.8283053249645678
448,38141GC36,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GC365,18899000.0,0.064300750403,GOLDMAN SACHS GROUP INC (FXD-FRN),15545000,1.2157606947571566
449,36264FAM3,coupon_maturity_name,1.0,1,1,HALEON US CAPITAL LLC,US36264FAM32,12507000.0,0.039434892772,HALEON US CAPITAL LLC,17014000,0.7351005054660867
450,06738ECZ6,coupon_maturity_name,1.0,1,1,BARCLAYS PLC,US06738ECZ60,16304000.0,0.055840251999,BARCLAYS PLC,15533000,1.0496362582888046
451,10373QCA6,coupon_maturity_name,1.0,1,1,BP CAP MARKETS AMERICA,US10373QCA67,11173000.0,0.038164065359,BP CAPITAL MARKETS AMERICA INC,15770000,0.7084971464806595
452,46647PBN5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PBN50,14847000.0,0.033294111522,JPMORGAN CHASE & CO,24408000,0.608284169124877
453,30303M8N5,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8N52,15191000.0,0.051239125352,META PLATFORMS INC,16017000,0.9484297933445714
454,94974BGK0,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US94974BGK08,17610000.0,0.046851642875,WELLS FARGO & COMPANY MTN,20539000,0.8573932518623107
455,06051GJL4,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJL41,18036000.0,0.053720183381,BANK OF AMERICA CORP MTN,17931000,1.0058557804918855
456,50077LAM8,coupon_maturity_name,1.0,1,1,KRAFT HEINZ FOODS CO,US50077LAM81,12049000.0,0.035899986153,KRAFT HEINZ FOODS CO,18316000,0.6578401397685084
457,172967KR1,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967KR13,17333000.0,0.049565914817,CITIGROUP INC,18829000,0.9205480907111371
458,02079KAD9,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KAD90,12570000.0,0.037101263623,ALPHABET INC,17972000,0.6994213220565324
459,38141GYC2,coupon_maturity_name,1.0,2,1,GOLDMAN SACHS GROUP INC,US38141GYC22,14705000.0,0.037218653029,GOLDMAN SACHS GROUP INC/THE,21260000,0.6916745061147695
460,617482V92,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US617482V925,14911000.0,0.054447017739,MORGAN STANLEY,14489000,1.0291255435157707
461,037833EF3,coupon_maturity_name,1.0,1,1,APPLE INC,US037833EF38,22185000.0,0.045673830427,APPLE INC,26234000,0.845658306015095
462,718172DJ5,coupon_maturity_name,0.5,1,1,PHILIP MORRIS INTL INC,US718172DJ54,10656000.0,0.036436529417,PHILIP MORRIS INTERNATIONAL INC,15253000,0.6986166655739855
463,031162BZ2,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162BZ23,16376000.0,0.046531096052,AMGEN INC,18884000,0.8671891548400763
464,345370CQ1,coupon_maturity_name,1.0,1,1,FORD MOTOR COMPANY,US345370CQ17,14089000.0,0.037631905309,FORD MOTOR COMPANY,20335000,0.6928448487828867
465,682680BN2,coupon_maturity_name,1.0,1,1,ONEOK INC,US682680BN20,12439000.0,0.043852832314,ONEOK INC,14949000,0.832095792360693
466,92343VHC1,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VHC19,16237000.0,0.054704328549,VERIZON COMMUNICATIONS INC,15948000,1.0181213945322298
467,59562VAM9,coupon_maturity_name,1.0,1,1,BERKSHIRE HATHAWAY ENERG,US59562VAM90,13306000.0,0.04775637476,BERKSHIRE HATHAWAY ENERGY CO,14601000,0.9113074446955688
468,46647PFD3,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFD33,11299000.0,0.037207719439,JPMORGAN CHASE & CO (FXD-FRN),15866000,0.7121517710828186
469,822905AT2,coupon_maturity_name,1.0,1,1,SHELL FINANCE US INC,US822905AT26,13661000.0,0.05041063548,SHELL FINANCE US INC,14381000,0.9499339406160907
470,571748CC4,coupon_maturity_name,1.0,1,1,MARSH & MCLENNAN COS INC,US571748CC43,16863000.0,0.056144717211,MARSH & MCLENNAN COMPANIES INC,15659000,1.076888690210103
471,17325FBG2,coupon_maturity_name,1.0,1,1,CITIBANK NA,US17325FBG28,15705000.0,0.054879166013,CITIBANK NA,15016000,1.0458843899840171
472,693475BJ3,coupon_maturity_name,1.0,1,1,PNC FINANCIAL SERVICES,US693475BJ30,12038000.0,0.042636049944,PNC FINANCIAL SERVICES GROUP INC (,14697000,0.8190787235490236
473,38141GB29,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GB292,14951000.0,0.050657185081,GOLDMAN SACHS GROUP INC/THE,15099000,0.9901980263593615
474,458140BM1,coupon_maturity_name,1.0,1,1,INTEL CORP,US458140BM12,17002000.0,0.04745589206,INTEL CORPORATION,19053000,0.8923529103028395
475,86562MCS7,coupon_maturity_name,0.6666666666666666,1,1,SUMITOMO MITSUI FINL GRP,US86562MCS70,9859000.0,0.034576706634,SUMITOMO MITSUI FINANCIAL GROUP IN,14987000,0.6578367918863015
476,084664CQ2,coupon_maturity_name,1.0,1,1,BERKSHIRE HATHAWAY FIN,US084664CQ25,14494000.0,0.040059051594,BERKSHIRE HATHAWAY FINANCE CORP,19131000,0.7576185249072187
477,16411QAQ4,coupon_maturity_name,1.0,1,1,CHENIERE ENERGY PARTNERS,US16411QAQ47,11166000.0,0.039307514484,CHENIERE ENERGY PARTNERS LP,14897000,0.7495468886352957
478,31620MCE4,coupon_maturity_name,0.6,1,1,FIDELITY NATL INFO SERV,US31620MCE49,12236000.0,0.040752973604,FIDELITY NATIONAL INFORMATION SERV,15443000,0.7923330959010555
479,87264ACT0,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ACT07,20459000.0,0.045613396543,T-MOBILE USA INC,24258000,0.8433918707230604
480,06051GMW6,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GMW68,12730000.0,0.043610682815,BANK OF AMERICA CORP MTN,15173000,0.8389903117379556
481,775109CK5,coupon_maturity_name,0.6666666666666666,1,1,ROGERS COMMUNICATIONS IN,US775109CK50,12861000.0,0.034346831404,ROGERS COMMUNICATIONS INC,19742000,0.6514537534191065
482,20030NDG3,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NDG34,12609000.0,0.040740362564,COMCAST CORPORATION,16144000,0.7810332011892963
483,254687EH5,coupon_maturity_name,1.0,1,1,WALT DISNEY COMPANY/THE,US254687EH59,10064000.0,0.038053623741,WALT DISNEY CO,13829000,0.7277460409284836
484,06051GFC8,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GFC87,15501000.0,0.048886835209,BANK OF AMERICA CORP MTN,16747000,0.9255986146772557
485,17275RBU5,coupon_maturity_name,1.0,1,1,CISCO SYSTEMS INC,US17275RBU59,17108000.0,0.054635877901,CISCO SYSTEMS INC,16416000,1.0421539961013646
486,30303M8T2,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8T23,14939000.0,0.050039310677,META PLATFORMS INC,15301000,0.9763414155937521
487,43849RAF2,coupon_maturity_name,1.0,1,1,HONEYWELL AEROSPACE INC,US43849RAF29,12475000.0,0.041247925593,HONEYWELL AEROSPACE INC 144A,15533000,0.8031288225069207
488,68389XBJ3,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XBJ37,21398000.0,0.049929682014,ORACLE CORPORATION,24241000,0.882719359762386
489,404119CL1,coupon_maturity_name,1.0,1,1,HCA INC,US404119CL13,15705000.0,0.042465457459,HCA INC,19212000,0.8174578388507183
490,38141GB60,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GB607,9722000.0,0.032574083429,GOLDMAN SACHS GROUP INC/THE,15267000,0.6367983231807166
491,00206RJZ6,coupon_maturity_name,1.0,2,1,AT&T INC,US00206RJZ64,18041000.0,0.047046745115,AT&T INC,20230000,0.8917943648047454
492,89115A2E1,coupon_maturity_name,1.0,1,1,TORONTO-DOMINION BANK,US89115A2E11,14069000.0,0.046500663834,TORONTO-DOMINION BANK/THE MTN,15616000,0.9009349385245902
493,,no_coupon_maturity_candidates,,0,0,,,,,AMAZON.COM INC,15589000,
494,02079KAZ0,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KAZ03,18855000.0,0.06170537552,ALPHABET INC,16220000,1.1624537607891492
495,92343VFE9,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VFE92,14342000.0,0.045884445625,VERIZON COMMUNICATIONS INC,15992000,0.8968234117058529
496,37940XAW2,coupon_maturity_name,1.0,1,1,GLOBAL PAYMENTS INC,US37940XAW20,10873000.0,0.035861418511,GLOBAL PAYMENTS INC,15438000,0.7043010752688172
497,38141GVS0,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GVS01,12793000.0,0.037942634893,GOLDMAN SACHS GROUP INC/THE,17653000,0.7246926867954455
498,404280FL8,coupon_maturity_size,0.3333333333333333,1,0,HSBC HOLDINGS PLC,US404280FL88,19291000.0,0.06395411274,HSBC HOLDINGS PLC FXD-TO-FLT,15278000,1.2626652703233407
499,46625HJB7,coupon_maturity_name,1.0,2,1,JPMORGAN CHASE & CO,US46625HJB78,12201000.0,0.041565975028,JPMORGAN CHASE & CO,15269000,0.7990700111336695
500,,no_coupon_maturity_candidates,,0,0,,,,,AMAZON.COM INC,15229000,
501,66989HAH1,coupon_maturity_name,1.0,1,1,NOVARTIS CAPITAL CORP,US66989HAH12,15585000.0,0.046016502232,NOVARTIS CAPITAL CORP,17622000,0.8844058563159687
502,87264ACB9,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ACB98,13332000.0,0.040739735757,T-MOBILE USA INC,16620000,0.8021660649819494
503,713448GK8,coupon_maturity_name,1.0,1,1,PEPSICO INC,US713448GK81,10644000.0,0.036048258609,PEPSICO INC,14911000,0.7138354235128429
504,037833DU1,coupon_maturity_name,1.0,1,1,APPLE INC,US037833DU14,10440000.0,0.031789687559,APPLE INC,16716000,0.624551328068916
505,06051GGG8,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GGG82,16640000.0,0.047549491625,BANK OF AMERICA CORP MTN,18332000,0.9077023783547894
506,032095BA8,coupon_maturity_name,1.0,1,1,AMPHENOL CORP,US032095BA89,12263000.0,0.03971814531,AMPHENOL CORPORATION,15570000,0.7876043673731535
507,375558AX1,coupon_maturity_name,1.0,1,1,GILEAD SCIENCES INC,US375558AX11,11753000.0,0.035984388135,GILEAD SCIENCES INC,16788000,0.7000833928996902
508,92857WCA6,coupon_maturity_name,1.0,1,1,VODAFONE GROUP PLC,US92857WCA62,14549000.0,0.046720995609,VODAFONE GROUP PLC,16494000,0.8820783315144901
509,29278NAR4,coupon_maturity_name,0.6666666666666666,1,1,ENERGY TRANSFER LP,US29278NAR44,14180000.0,0.040594637055,ENERGY TRANSFER OPERATING LP,18094000,0.7836851995136509
510,532457DL9,coupon_maturity_name,1.0,1,1,ELI LILLY & CO,US532457DL93,11646000.0,0.038911036331,ELI LILLY AND COMPANY,15209000,0.7657308172792425
511,24703DBS9,coupon_maturity_name,0.6666666666666666,1,1,DELL INT LLC / EMC CORP,US24703DBS99,5169000.0,0.017207061008,DELL INTERNATIONAL LLC,15075000,0.3428855721393035
512,925650AD5,coupon_maturity_name,1.0,2,1,VICI PROPERTIES LP,US925650AD55,10597000.0,0.035320682647,VICI PROPERTIES LP,15242000,0.695249967195906
513,023135CJ3,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135CJ31,16348000.0,0.042260604898,AMAZON.COM INC,20595000,0.7937848992473902
514,785592AX4,coupon_maturity_name,1.0,1,1,SABINE PASS LIQUEFACTION,US785592AX43,13702000.0,0.045690645752,SABINE PASS LIQUEFACTION LLC,15065000,0.9095253899767674
515,11135FAQ4,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FAQ46,9470000.0,0.031207465951,BROADCOM INC,15274000,0.6200078564881498
516,24422EXX2,coupon_maturity_name,1.0,1,1,JOHN DEERE CAPITAL CORP,US24422EXX20,7725000.0,0.025778853369,JOHN DEERE CAPITAL CORP MTN,14952000,0.516653290529695
517,29273VAW0,coupon_maturity_name,1.0,1,1,ENERGY TRANSFER LP,US29273VAW00,12997000.0,0.042113614125,ENERGY TRANSFER LP,15835000,0.8207767603410168
518,172967LU3,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967LU33,21670000.0,0.063156045919,CITIGROUP INC,17075000,1.2691068814055637
519,404280DM8,coupon_maturity_name,1.0,2,2,HSBC HOLDINGS PLC,US404280DM89,5923000.0,0.02113436583,HSBC HOLDINGS PLC,13702000,0.43227266092541233
520,110122CQ9,coupon_maturity_name,1.0,1,1,BRISTOL-MYERS SQUIBB CO,US110122CQ99,15769000.0,0.04732567501,BRISTOL-MYERS SQUIBB CO,16958000,0.9298855997169477
521,606822BX1,coupon_maturity_name,1.0,1,1,MITSUBISHI UFJ FIN GRP,US606822BX18,14783000.0,0.043871068765,MITSUBISHI UFJ FINANCIAL GROUP INC,16929000,0.8732352767440487
522,68389XAM7,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XAM74,14745000.0,0.044425841363,ORACLE CORPORATION,17847000,0.8261892755084889
523,037833BH2,coupon_maturity_name,1.0,1,1,APPLE INC,US037833BH21,14321000.0,0.042164151059,APPLE INC,17461000,0.8201706660557815
524,05526DBF1,coupon_maturity_name,1.0,1,1,BAT CAPITAL CORP,US05526DBF15,14677000.0,0.040610368697,BAT CAPITAL CORP,18036000,0.8137613661565757
525,404119BZ1,coupon_maturity_name,1.0,1,1,HCA INC,US404119BZ18,14501000.0,0.043444500405,HCA INC,17033000,0.8513473844889332
526,02209SAR4,coupon_maturity_name,1.0,1,1,ALTRIA GROUP INC,US02209SAR40,12545000.0,0.039355888855,ALTRIA GROUP INC,15852000,0.7913827908150391
527,83444MAR2,coupon_maturity_name,1.0,1,1,SOLVENTUM CORP,US83444MAR25,13356000.0,0.045975187191,SOLVENTUM CORP,14328000,0.9321608040201005
528,031162DW7,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162DW73,12010000.0,0.039514950355,AMGEN INC,14969000,0.8023248045961654
529,172967NE7,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967NE72,8903000.0,0.026539544918,CITIGROUP INC,16655000,0.5345541879315521
530,68389XCT0,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XCT00,14205000.0,0.044384263451,ORACLE CORPORATION,16417000,0.8652616190534203
531,94974BFP0,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US94974BFP04,16562000.0,0.052360870409,WELLS FARGO & COMPANY,15751000,1.0514887943622626
532,02079KBQ9,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KBQ94,12533000.0,0.041715417223,ALPHABET INC,15365000,0.8156849983729255
533,37940XAY8,coupon_maturity_name,1.0,1,1,GLOBAL PAYMENTS INC,US37940XAY85,12701000.0,0.041561630931,GLOBAL PAYMENTS INC,15080000,0.8422413793103448
534,68389XCQ6,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XCQ60,16136000.0,0.044868573462,ORACLE CORPORATION,19028000,0.8480134538574732
535,91159HJW1,coupon_maturity_name,1.0,1,1,US BANCORP,US91159HJW16,12069000.0,0.039978235686,US BANCORP (FXD-FRN) MTN,14626000,0.8251743470531929
536,00774MAY1,coupon_maturity_name,0.6,1,1,AERCAP IRELAND CAP/GLOBA,US00774MAY12,12108000.0,0.036183210083,AERCAP IRELAND CAPITAL DAC,16485000,0.7344858962693358
537,05964HAZ8,coupon_maturity_name,1.0,1,1,BANCO SANTANDER SA,US05964HAZ82,10976000.0,0.0413230759,BANCO SANTANDER SA,13062000,0.8403001071811361
538,75513ECW9,coupon_maturity_name,1.0,1,1,RTX CORP,US75513ECW93,12741000.0,0.045942757137,RTX CORP,13514000,0.9428000591978689
539,26442CBJ2,coupon_maturity_name,1.0,2,1,DUKE ENERGY CAROLINAS,US26442CBJ27,8449000.0,0.028756431546,DUKE ENERGY CAROLINAS LLC,14626000,0.5776699029126213
540,718172CX5,coupon_maturity_name,0.5,1,1,PHILIP MORRIS INTL INC,US718172CX57,10371000.0,0.036555538354,PHILIP MORRIS INTERNATIONAL INC,13899000,0.7461687891215195
541,46625HHV5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46625HHV50,9038000.0,0.030970143682,JPMORGAN CHASE & CO,14399000,0.6276824779498577
542,17275RBZ4,coupon_maturity_name,1.0,1,1,CISCO SYSTEMS INC,US17275RBZ47,6115000.0,0.020817419854,CISCO SYSTEMS INC,14282000,0.4281613219437054
543,22160KAP0,coupon_maturity_name,1.0,1,1,COSTCO WHOLESALE CORP,US22160KAP03,11111000.0,0.033801746473,COSTCO WHOLESALE CORPORATION,16072000,0.6913265306122449
544,35671DBC8,coupon_maturity_name,1.0,1,1,FREEPORT-MCMORAN INC,US35671DBC83,12858000.0,0.041958437697,FREEPORT-MCMORAN INC,15098000,0.8516359782752683
545,233835AQ0,coupon_maturity_name,0.4,1,1,MERCEDES-BENZ FIN NA,US233835AQ08,9415000.0,0.036451255846,MERCEDES-BENZ FINANCE NORTH AMERIC,12706000,0.740988509365654
546,11135FCK5,coupon_maturity_name,1.0,1,1,BROADCOM INC,US11135FCK57,15581000.0,0.052283953373,BROADCOM INC,14611000,1.0663883375538978
547,775109CH2,coupon_maturity_name,0.6666666666666666,1,1,ROGERS COMMUNICATIONS IN,US775109CH22,12111000.0,0.038018370405,ROGERS COMMUNICATIONS INC,15430000,0.7848995463383021
548,931142EY5,coupon_maturity_name,1.0,1,1,WALMART INC,US931142EY50,10835000.0,0.036028077439,WALMART INC,14579000,0.7431922628438165
549,89788MAU6,coupon_maturity_name,1.0,1,1,TRUIST FINANCIAL CORP,US89788MAU62,7785000.0,0.026427149918,TRUIST FINANCIAL CORP MTN,14288000,0.5448628219484882
550,91324PED0,coupon_maturity_name,1.0,1,1,UNITEDHEALTH GROUP INC,US91324PED06,13534000.0,0.040749629517,UNITEDHEALTH GROUP INC,16146000,0.8382261860522731
551,125523CZ1,coupon_maturity_name,1.0,1,1,CIGNA GROUP/THE,US125523CZ18,8785000.0,0.02959446165,CIGNA GROUP,14619000,0.6009302961898899
552,438516CF1,coupon_maturity_name,1.0,1,1,HONEYWELL INTERNATIONAL,US438516CF18,10848000.0,0.031659601122,HONEYWELL INTERNATIONAL INC,16564000,0.6549142719149964
553,023135CR5,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135CR56,16357000.0,0.055403861868,AMAZON.COM INC,14390000,1.1366921473245308
554,913017CX5,coupon_maturity_size,0.0,1,0,RTX CORP,US913017CX53,11468000.0,0.033243300469,RAYTHEON TECHNOLOGIES CORPORATION,16942000,0.6768976508086413
555,03740MAD2,coupon_maturity_name,1.0,1,1,AON NORTH AMERICA INC,US03740MAD20,12868000.0,0.04412825081,AON NORTH AMERICA INC,13921000,0.9243588822642052
556,606822DV3,coupon_maturity_name,1.0,1,1,MITSUBISHI UFJ FIN GRP,US606822DV34,13568000.0,0.045675322164,MITSUBISHI UFJ FINANCIAL GROUP INC,14350000,0.9455052264808362
557,874060AY2,coupon_maturity_name,1.0,1,1,TAKEDA PHARMACEUTICAL,US874060AY21,10891000.0,0.027705818457,TAKEDA PHARMACEUTICAL CO LTD,19318000,0.5637747178796977
558,902613AY4,coupon_maturity_name,1.0,1,1,UBS GROUP AG,US902613AY48,13709000.0,0.041666132257,UBS GROUP AG,16100000,0.8514906832298137
559,00206RNK4,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RNK40,12684000.0,0.041744548149,AT&T INC,14971000,0.8472379934540111
560,931142FD0,coupon_maturity_name,1.0,1,1,WALMART INC,US931142FD05,12141000.0,0.039870396148,WALMART INC,14641000,0.8292466361587323
561,666807BP6,coupon_maturity_name,1.0,1,1,NORTHROP GRUMMAN CORP,US666807BP60,14914000.0,0.039820182959,NORTHROP GRUMMAN CORP,18312000,0.814438619484491
562,125523CW8,coupon_maturity_name,1.0,1,1,CIGNA GROUP/THE,US125523CW86,12570000.0,0.040531379285,CIGNA GROUP,14884000,0.8445310400429992
563,023135BM7,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135BM78,15927000.0,0.041942094324,AMAZON.COM INC,18942000,0.8408299018055115
564,43849RAE5,coupon_maturity_name,1.0,1,1,HONEYWELL AEROSPACE INC,US43849RAE53,12543000.0,0.041467588054,HONEYWELL AEROSPACE INC 144A,14330000,0.8752965806001396
565,80281LAV7,coupon_maturity_name,1.0,1,1,SANTANDER UK GROUP HLDGS,US80281LAV71,12606000.0,0.043397442066,SANTANDER UK GROUP HOLDINGS PLC,13725000,0.9184699453551912
566,89157XAB7,coupon_maturity_name,1.0,1,1,TOTALENERGIES CAPITAL SA,US89157XAB73,12665000.0,0.041264356602,TOTALENERGIES CAPITAL SA,14828000,0.8541273266792555
567,91159HJT8,coupon_maturity_name,1.0,1,1,US BANCORP,US91159HJT86,8575000.0,0.029168485009,US BANCORP MTN,13744000,0.6239086146682189
568,92343VFU3,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VFU35,19542000.0,0.040469777039,VERIZON COMMUNICATIONS INC,23890000,0.8179991628296358
569,191216DT4,coupon_maturity_name,1.0,1,1,COCA-COLA CO/THE,US191216DT43,11426000.0,0.036913694075,COCA-COLA CO,15012000,0.7611244337863043
570,78017DAV0,coupon_maturity_name,1.0,1,1,ROYAL BANK OF CANADA,US78017DAV01,12197000.0,0.040593582349,ROYAL BANK OF CANADA MTN,14180000,0.8601551480959098
571,78016FZX5,coupon_maturity_name,1.0,1,1,ROYAL BANK OF CANADA,US78016FZX58,13168000.0,0.044669378848,ROYAL BANK OF CANADA MTN,13781000,0.955518467455192
572,337738BH0,coupon_maturity_name,1.0,1,1,FISERV INC,US337738BH05,9129000.0,0.031051668827,FISERV INC,13755000,0.6636859323882225
573,704326AB3,coupon_maturity_name,1.0,1,1,PAYCHEX INC,US704326AB35,12749000.0,0.043360420624,PAYCHEX INC,13798000,0.923974489056385
574,097023DU6,coupon_maturity_name,1.0,1,1,BOEING CO/THE,US097023DU67,10377000.0,0.039791981867,BOEING CO,12621000,0.8222010934157357
575,110122DU9,coupon_maturity_name,1.0,1,1,BRISTOL-MYERS SQUIBB CO,US110122DU92,13047000.0,0.040113053693,BRISTOL-MYERS SQUIBB CO,15329000,0.8511318416074108
576,571903BU6,coupon_maturity_name,1.0,1,1,MARRIOTT INTERNATIONAL,US571903BU68,11286000.0,0.038257085663,MARRIOTT INTERNATIONAL INC,13949000,0.8090902573661194
577,06418GBF3,coupon_maturity_name,1.0,1,1,BANK OF NOVA SCOTIA,US06418GBF37,6250000.0,0.021034013991,BANK OF NOVA SCOTIA (FXD-FRN) MTN,14040000,0.44515669515669515
578,95000U4B6,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U4B65,12353000.0,0.04051356855,WELLS FARGO & COMPANY MTN,14292000,0.864329694934229
579,161175BU7,coupon_maturity_size,0.3333333333333333,1,0,CHARTER COMM OPT LLC/CAP,US161175BU77,11169000.0,0.03348704586,CHARTER COMMUNICATIONS OPERATING L,15735000,0.7098188751191611
580,855244AZ2,coupon_maturity_name,1.0,1,1,STARBUCKS CORP,US855244AZ28,12344000.0,0.03801945543,STARBUCKS CORPORATION,15242000,0.8098674714604382
581,89788MAP7,coupon_maturity_name,1.0,1,1,TRUIST FINANCIAL CORP,US89788MAP77,13812000.0,0.048302902709,TRUIST FINANCIAL CORP MTN,13496000,1.0234143449911084
582,94974BGE4,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US94974BGE48,15661000.0,0.044719782147,WELLS FARGO & COMPANY,16591000,0.9439455126273281
583,278058DX7,coupon_maturity_name,1.0,1,1,EATON CORP,US278058DX76,12309000.0,0.040658412138,EATON CORPORATION,14107000,0.8725455447650102
584,68389XCZ6,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XCZ69,13208000.0,0.044008009648,ORACLE CORPORATION,14151000,0.9333615998869338
585,61772BAC7,coupon_maturity_name,1.0,2,1,MORGAN STANLEY,US61772BAC72,13413000.0,0.034377733726,MORGAN STANLEY,18588000,0.7215945771465462
586,404280CH0,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280CH04,8865000.0,0.027564757332,HSBC HOLDINGS PLC,15031000,0.5897811190206905
587,87264AAX3,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264AAX37,13571000.0,0.040426422493,T-MOBILE USA INC,15985000,0.8489834219580857
588,478160BV5,coupon_maturity_name,1.0,1,1,JOHNSON & JOHNSON,US478160BV55,14801000.0,0.039796368002,JOHNSON & JOHNSON,17512000,0.8451918684330745
589,674599DF9,coupon_maturity_name,0.6666666666666666,1,1,OCCIDENTAL PETROLEUM COR,US674599DF90,12793000.0,0.046645249051,OCCIDENTAL PETROLEUM CORPORATION,12833000,0.996883035923011
590,459200KB6,coupon_maturity_size,0.0,1,0,IBM CORP,US459200KB68,14201000.0,0.041710645865,INTERNATIONAL BUSINESS MACHINES CO,16365000,0.8677665750076382
591,87264ABT1,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ABT16,8526000.0,0.026407185686,T-MOBILE USA INC,14958000,0.569995988768552
592,58933YAT2,coupon_maturity_name,1.0,1,1,MERCK & CO INC,US58933YAT29,12393000.0,0.032607665057,MERCK & CO INC,17802000,0.6961577350859454
593,68389XDA0,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDA00,13545000.0,0.044091826324,ORACLE CORPORATION,14661000,0.9238796807857581
594,254687FZ4,coupon_maturity_name,1.0,1,1,WALT DISNEY COMPANY/THE,US254687FZ49,17761000.0,0.043658328072,WALT DISNEY CO,19558000,0.9081194396155026
595,46590XAX4,coupon_maturity_name,1.0,1,1,JBS NV/USA FOODS/FOOD CO,US46590XAX49,11311000.0,0.03837830088,JBS NV/USA FOODS/FOOD CO,14071000,0.8038518939663137
596,023135BS4,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135BS49,15916000.0,0.047825943506,AMAZON.COM INC,15499000,1.0269049616104264
597,46647PEJ1,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEJ12,13462000.0,0.045613852311,JPMORGAN CHASE & CO,13771000,0.9775615423716506
598,126650EL0,coupon_maturity_name,1.0,2,1,CVS HEALTH CORP,US126650EL07,9581000.0,0.032670473002,CVS HEALTH CORP,13660000,0.7013909224011713
599,79466LAV6,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAV62,11406000.0,0.03910473524,SALESFORCE INC,13837000,0.8243116282431163
600,00724PAD1,coupon_maturity_name,1.0,1,1,ADOBE INC,US00724PAD15,10602000.0,0.032966778112,ADOBE INC,14817000,0.7155294594047378
